Company,Reviewer Verification Status,Rating,Approximate Date of Review,Sentiment,NPS,Topic 1,Topic 2,Topic 3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,try,correct,department,nearly,hour,either,constantly,hold,transfer,another,department,right,one,possible,bad,company,ever,call,help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,dreadful,customer,service,speak,various,operative,understand,problem,make,nothing,put,right,also,cut,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,smart,meter,work,since,installation,month,ago,engineer,visit,sort,problem,text,support,initiate,several,time,every,month,tell,getting,sort,bill,either,electric,use,usage,incredibly,frustrating,ask,help,support,nothing,supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,time,today,send,meter,reading,manner,send,different,ask,strange,question,name,address,postcode,tel,already,log,account,account,credit,always,pay,set,amount,every,week,stand,order,many,company,uk,go,foresight,planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,would,rate,star,company,reason,take,medication,every,direct,debit,set,wrong,set,despite,receive,letter,make,go,along,phone,line,disgrace,always,cut,occasion,try,deduct,one,payment,single,mum,universal,credit,list,complaint,reference,number,metal,health,take,really,bad,turn,aware,awful,company,process,take,matter,far,look,one,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,start,like,many,move,never,experience,anything,like,account,credit,receive,email,say,change,per,month,nearly,heart,attack,phone,customer,service,initial,response,lot,think,live,mansion,live,bed,semi,detach,spend,hour,phone,try,sort,pensioner,even,receive,month,one,agent,tell,average,usage,another,tell,average,usage,direct,debit,change,per,month,month,way,long,receive,account,credit,refund,pound,want,refund,pay,back,problem,really,interesting,direct,debit,increase,per,month,spend,hour,phone,ask,agree,pay,per,month,much,puffing,blow,tell,monthly,amount,would,ask
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,awful,service,watts,app,response,service,hour,response,time,let,honest,lack,investment,billion,turnover,would,anyone,expect,good,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,customer,service,india,bad,come,across,phone,speak,agent,say,check,half,hour,hold,disconnect,seem,follow,say,repeat,ask,put,uk,tell,speak,customer,service,india,live,uk,want,talk,uk,customer,service,sort,problem,quickly,properly,every,time,phone,stress,end,resolve,problem,believe,could,review,company,well,customer,care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,company,joke,wait,week,appointment,isolation,switch,fit,still,date,despite,many,phone,call,email,promise,sort,customer,service,beyond,terrible,complaint,department,complaint,department,customer,service,horrendous,swell,avoid,cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,5,2022-12-01,Positive,,0.24740758603895902,0.6679460572071471,0.08464635675389394,karen,complaint,deal,complaint,quickly,resolve,satisfaction,amazing,throughout,go,beyond,help,proud,someone,like,team,grateful,help,amazing,customer,experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,bill,month,despite,send,reading,whatsapp,take,hour,reply,cut,actual,person,phone,know,disgusting,money,grab,corporate,thief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,think,organise,crime,syndicate,take,supply,green,go,bust,may,leave,rent,proper,october,supply,electric,reading,photographic,evidence,receive,final,bill,november,contact,say,would,correct,error,december,letter,apologise,delay,compensation,would,add,credit,account,happen,december,final,bill,come,electricity,reading,estimate,figure,send,call,give,correct,reading,put,account,hold,etc,feb,final,bill,exactly,start,finish,meter,reading,estimate,final,bill,call,give,correct,reading,put,account,hold,etc,march,bill,arrived,call,give,correct,reading,put,account,hold,etc,june,letter,unpaid,bill,refer,debt
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,disgusting,experience,company,impossible,away,clung,like,prey,tired,write,figure,month,able,calculate,final,score,several,month,keep,send,different,bill,today,send,invoice,year,old,supposedly,owe,refund,red,time,final,invoice,supposedly,owe,say,owe,send,cheque,say,ignore,owe,anything,system,error,every,time,different,information,live,chat,total,rubbish,recommend,company,total,mess,total,madhouse,nightmare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,bad,company,ever,deal,want,convert,pay,account,credit,account,two,week,smart,meter,update,online,account,activate,web,chat,many,time,talk,several,different,agent,also,call,wait,speak,someone,able,chase,work,tell,account,process,move,please,patient,call,disconnect,minute,one,agent,say,smart,meter,faulty,send,new,smart,meter,give,reading,one,already,pay,account,guess,go,sky,high,bill,finally,decide,activate,account,staff,seem,pleasant,enough,always,seem,fob,excuse,would,even,bother,company,need,investigate,stop,trading,heavily,fine,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,recommend,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,customer,service,give,wrong,information,regard,much,owe,keep,hold,half,hour,give,wrong,information,say,payment,plan,place,month,try,go,back,state,colleague,read,wrong,send,threaten,letter,without,proper,explanation,even,staff,explain,ask,could,move,another,supplier,would,lot,company,take,new,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,atrocious,hard,comprehend,level,incompetence,exist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,bad,customer,service,ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,someone,rarely,leave,review,compel,bad,customer,service,team,ever,misfortune,experience,take,phone,call,operator,would,even,check,tariff,price,could,offer,operator,like,team,really,unprofessional,rude,tone,like,one,train,speak,customer,operator,finally,check,tell,give,standard,tariff,complex,meter,still,understand,mean,operator,would,explain,ask,could,offer,price,explain,complex,meter,team,different,department,customer,service,team,sure,system,way,seem,overly,complex,pardon,pun,ask,next,operator,bluntly,reply,contact,complex,meter,team,shock,unhelpful,explanation,start,cross,point,ask,even,part,reply,simply
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,bad,company,go,live,alone,tiny,bedroom,flat,hardly,use,electric,yet,bill,shoot,month,move,august,send,final,bill,anything,money,back,company,charge,whatever,want,customer,service,absolutely,shocking,highly,advise,people,stay,away,supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,leave,property,end,jan,leave,property,end,jan,send,final,bill,balance,pay,tell,balance,leave,pay,less,week,later,say,another,day,change,company,disgraceful,bad,criminal,street,crook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,prepared,see,smart,meter,reading,run,like,usain,bolt,even,away,consumption,award,office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,wait,time,hour,response,time,say,let,look,nothing,hour,say,hi,back,enzo,whatever,stupid,whatsapp,automate,program,call,chat,keep,end,validate,self,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,sorry,say,anything,good,company,difficult,speak,human,leave,chat,robot,well,avoid,suggest,text,message,whatsapp,inform,delay,response,could,take,hour,one,message,receive,chat,close,respond,difficult,understand,bill,add,money,pay,account,bill,pay,leave,large,difference,make,account,balance,new,smart,meter,take,month,install,go,okay,match,bill,seriously,think,change,supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,5,2022-12-01,Positive,,,,,speak,victoria,receive,communication,state,tariff,soon,reach,end,helpful,explain,option,tell,regard,go,new,tariff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,bad,customer,service,steal,repeatedly,phone,put,try,sort,opinion,refuse,customer,support,tell,hade,wait,day,refund,money,back,account,witch,could,phone,back,money,back,put,back,account,next,day,also,put,financial,difficulty,direct,result,error,since,call,customer,service,manager,joke,say,well,money,return,issue,interested,blame,big,mistake,make,choose,broadcast,social,medium,enlighten,world,way,feel,customer,clearly,overlook,fact,situation,take,much,money,back,april,rep,advise,cancel,direct,debit,refuse,set,back,ponce,rectify,go,take,notify,payment,witch,leave,account,back
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,poor,customer,service,avoid,waste,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,avoid,cost,total,pay,month,instalment,plan,cover,arrear,month,budget,direct,debit,current,usage,letter,email,state,toothy,leave,arrear,balance,pay,arrear,instead,start,balance,arrear,move,instalment,plan,explain,incompetent,rude,nasty,people,tell,wrong,tell,usage,low,direct,debit,high,pay,arrear,usage,high,hence,high,must,bad,company,ever,deal,tell,pay,arrear,cancel,instalment,plan,offer,explain,simply,error,avail,person,bill,today,date,infact,bill,day,future,say,reduce,want,fact,raise,instalment,plan,still,active,arrear,already,pay,instead,return,account,balance,continue
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,lack,professionalism,answer,late,turn,phone,without,explanation,recommend,beware,theman,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,service,bad,bad,customer,service,response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,singlehandedly,bad,customer,service,experience,ever,endure,someone,break,english,tell,need,top,card,replace,even,though,tell,error,code,mean,meter,need,replace,battery,drain,keep,insist,need,new,top,card,credit,run,move,uk,company,electricity,de,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,5,2022-12-01,Positive,,,,,helpful,always,organise,fitting,smart,meter,fix,old,meter,happy,bill,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,bad,electricity,company,ever,customer,service,irresponsible,charge,ridiculously,high,bill,go,per,month,live,small,flat,basically,go,work,time,talk,customer,service,request,check,meter,tell,send,picture,meter,next,seven,day,asap,never,answer,month,contact,team,least,time,past,month,beg,answer,every,time,say,deal,never,update,process,besides,send,final,notice,every,time,make,call,sound,surprised,tell,know,believe,customer,service,responsible,dismissive,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,set,agreement,constantly,take,large,amount,money,without,prior,notice,ever,email,phone,call,letter,post,contact,gumption,say,try,hold,morning,final,straw,take,account,bare,mind,take,last,month,end,month,tune,july,happen,warning,even,date,cancel,direct,debt,trust,company,action,especially,personnel,bank,detail,agree,monthly,amount,hell,feel,acceptable,bottom,line,cancel,direct,debt,pay,post,office,way,help,hard,earn,money,feel,like,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,one,bad,provider,ever,please,sake,choose,start,even,though,custom,service,seem,nice,first,glance,anything,ask,say,sure,sure,solve,problem,even,frustrating,say,first,place,fee,tell,fact,double,amount,pay,avoid,like,plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,disgrace,treat,customer,phone,good,luck,time,randomly,cut,listen,bad,music,long,time,cost,even,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,direct,debit,around,past,ten,year,due,oil,take,bank,last,month,even,though,price,double,obviously,everyone,employ,thick,stupid,double,school,rip,everyone,check,account,reading,beware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,messing,company,staff,know,incompetent,lot,headache,sort,thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,forget,charge,may,add,next,monthly,bill,may,result,payment,go,per,month,monthly,bill,good,pay,per,month,debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,little,customer,service,move,property,last,year,sort,account,atrocious,even,imagine,would,like,leave,move,give,update,year,balance,never,know,much,debit,credit,every,company,update,monthly,useless,clearly,far,behind,company,provide,level,service,soon,thing,settle,well,price,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,bad,attitude,overseas,customer,service,representative,also,clearly,everything,colleague,say,background,laugh,make,funny,noise,generally,gossip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,recent,annual,service,central,heating,inform,engineer,could,complete,service,unable,take,reading,meter,due,condensation,include,read,area,instruct,report,problem,provider,immediately,use,chat,facility,agent,speak,inform,would,report,problem,someone,would,touch,couple,week,pass,expect,contact,fail,transpire,email,company,customer,service,department,explain,problem,lack,initial,response,reply,email,state,someone,would,touch,within,next,ten,work,day,needless,say,three,week,zero,contact,email,reply,state,someone,would,touch,within,next,five,working,day,several,week,pass,still,contact,email,show,extremely,dissatisfied,company
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,customer,service,nonexistent,reply,twice,complaint,statement,make,contact,within,next,five,ten,work,day,needless,say,never,attempt,make,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,go,spain,mum,could,see,new,bear,month,bear,swap,smart,meter,want,go,outside,cold,top,finally,arrive,everything,perfect,go,holiday,keep,try,top,would,let,ask,someone,key,flat,check,several,attempt,every,time,try,top,would,receive,message,top,reach,meter,person,go,check,flat,everything,leave,fridge,freezer,food,trip,waste,try,contact,reconnect,electricity,could,figure,without,electricity,flat,could,offer,solution,end,unplug,meter,plug,communal,area,would,work,finally,offer,trouble,lose,worth,wish,could,change,company,smart,meter,still,work,every,time
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,change,without,consult,green,network,fold,promise,contract,direct,debit,green,network,would,honour,want,go,complain,droop,find,bill,extremely,hard,understand,cover,month,time,debit,bear,mind,start,summer,bill,small,try,increase,direct,debit,per,month,without,inform,complain,reduce,help,think,company,foist,border,dishonest,take,account,without,instruction,nerve,say,cancellation,fee,electricity,dread,think,trick,threaten,increase,cost,electricity,come,place,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,customer,service,robot,chat,assistant,think,typing,well,speech,like,supermarket,self,checkout,create,queue,solve,backlog,customer,dealing,must,roof,french,government,well,even,well,reason,stay,away,anti,utility,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,could,give,star,would,'ve,battle,several,month,system,keep,ignore,correct,meter,reading,issue,bill,base,much,high,estimated,reading,electricity,although,seem,perfectly,ok,one,blame,ongoing,system,fault,confirm,use,system,fuel,work,finally,long,arduous,call,almost,many,incorrect,bill,issue,find,someone,seem,capable,sort,however,check,detail,recent,bill,obvious,standing,charge,charge,twice,consecutive,invoice,period,ring,yet,afternoon,go,solution,customer,service,advisor,currently,seem,work,fix,problem,cut,ofit,happen,twice,afternoon,spend,good,part,hour,phone,go,detail,twice,still,money
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,one,week,ago,touch,arrange,move,meter,coincide,move,main,power,uk,power,tomorrow,take,entire,week,remind,day,come,back,tell,could,move,meter,another,two,half,week,mean,go,totally,without,power,half,month,electrician,fully,register,electrical,engineer,say,would,happy,come,along,tomorrow,uk,power,move,move,side,wall,give,permission,would,rather,customer,power,two,half,week,house,supply,mean,heating,try,early,appointment,due,extenuate,circumstance,appal,lack,effort,try,help,customer,need,company,overcharge,last,year,faulty,meter,move,without,power,two,half,week
EDF Energy,Not Verified,5,2022-12-01,Neutral,,0.960715896774117,0.020712765691328898,0.018571337534554252,breaking,point,take,supply,without,knowledge,permission,seem,rid,despite,ask,electric,go,back,many,time,also,bill,old,address,live,year,know,affect,health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,company,run,bully,people,pay,explanation,charge,answer,question,complaint,matter,many,make,surprised,bully,still,operation,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,year,never,experience,poor,customer,service,large,company,actually,beggar,belief,would,hour,outline,issue,suffice,say,never,address,question,put,say,communication,staff,member,basically,lie,choice,make,camp,fire,living,room,let,warm,choose,latter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,find,star,even,generous,bad,customer,service,ever,hear,believe,hassle,draining,stressful,try,give,credit,meter,without,fix,issue,ask,want,absolutely,shocked,want,issue,fix,liar,disgusting,customer,service,skill,pay,go,choice,hit,massive,bill,one,monthly,keep,track,spending,smart,meter,work,online,account,work,balance,happen,month,ring,find,wrong,notification,meter,update,say,say,switch,monthly,bill,whilst,fix,agree,suffer,mental,health,issue,would,help,time,change,think,sort,want,close,complaint,still,issue,someone,please,explain,monthly,payment,meter,cut,supply,say,credit
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,disgusting,lack,customer,service,impossible,talk,anyone,raise,direct,debit,already,run,credit,without,inform,entire,customer,service,process,automate,unusable,leave,soon,note,sensible,alternative,become,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
